t [hr],T [C]
245213,-23.9
245214,-24.4
245215,-25.2
245216,-25.8
245217,-25.6
245218,-24.4
245219,-22.5
245220,-20.6
245221,-19.3
245222,-18.8
245223,-18.9
245224,-18.6
245225,-19.8
245226,-18.8
245227,-19.6
245228,-20
245229,-20.9
245230,-20.6
245231,-20.7
245232,-20.2
245233,-20.1
245234,-20.4
245235,-20.5
245236,-20.9
245237,-21.4
245238,-21.6
245239,-21.6
245240,-22.4
245241,-22.2
245242,-22.2
245243,-21.3
245244,-20.3
245245,-19.6
245246,-18.8
245247,-18.9
245248,-19.4
245249,-20.6
245250,-21.7
245251,-22.6
245252,-23.1
245253,-23.7
245254,-24.3
245255,-24.6
245256,-25.5
245257,-25.9
245258,-26.4
245259,-26.5
245260,-27.3
245261,-28
245262,-28.8
245263,-29.1
245264,-29.6
245265,-28.6
245266,-26.5
245267,-24.6
245268,-23.2
245269,-22.3
245270,-20.8
245271,-19.9
245272,-20.1
245273,-21.4
245274,-22.8
245275,-22
245276,-22.7
245277,-23.8
245278,-23.7
245279,-24.2
245280,-24.1
245281,-23.9
245282,-23.9
245283,-24
245284,-24.9
245285,-24.5
245286,-23.8
245287,-23.7
245288,-23.3
245289,-23.6
245290,-24.2
245291,-23.9
245292,-23.4
245293,-23.2
245294,-23
245295,-22.4
245296,-22.5
245297,-23.5
245298,-24.2
245299,-24.4
245300,-26
245301,-24.8
245302,-24.4
245303,-24.6
245304,-25.7
245305,-25.4
245306,-23.7
245307,-23.3
245308,-21.5
245309,-20.4
245310,-16.1
245311,-11.6
245312,-10.7
245313,-10.1
245314,-9.5
245315,-9.1
245316,-9
245317,-8.7
245318,-8.6
245319,-8.6
245320,-8.6
245321,-8.6
245322,-10.3
245323,-8.8
245324,-9.2
245325,-9.3
245326,-9.2
245327,-9.6
245328,-9.9
245329,-10
245330,-10.2
245331,-10.2
245332,-10.2
245333,-10
245334,-10
245335,-9.8
245336,-9.8
245337,-8.7
245338,-8.3
245339,-8.6
245340,-8.9
245341,-9
245342,-8.9
245343,-9
245344,-9
245345,-9.2
245346,-11.4
245347,-14
245348,-15.5
245349,-16.7
245350,-17.8
245351,-18.9
245352,-20.2
245353,-21.4
245354,-22
245355,-22.7
245356,-23.5
245357,-24.7
245358,-26
245359,-27
245360,-27.7
245361,-27.6
245362,-26.6
245363,-25.1
245364,-23.9
245365,-22.6
245366,-21.7
245367,-21.6
245368,-22.1
245369,-23.7
245370,-24.7
245371,-25.3
245372,-25.5
245373,-26
245374,-26.4
245375,-26.7
245376,-27.2
245377,-27.5
245378,-27.9
245379,-28.3
245380,-28.8
245381,-28.9
245382,-29.1
245383,-29.5
245384,-29.7
245385,-29.4
245386,-28.1
245387,-26.8
245388,-25.3
245389,-24.3
245390,-23.7
245391,-23.6
245392,-24.3
245393,-25.6
245394,-26.2
245395,-27
245396,-27.4
245397,-28
245398,-28.2
245399,-28.6
245400,-29.1
245401,-29.3
245402,-29.5
245403,-29.9
245404,-30.2
245405,-30.4
245406,-30.5
245407,-30.6
245408,-30.7
245409,-30.2
245410,-28.6
245411,-26.6
245412,-24.9
245413,-23.5
245414,-22.5
245415,-22
245416,-21.8
245417,-22.6
245418,-24.1
245419,-23.8
245420,-24.3
245421,-25.1
245422,-26.3
245423,-26.2
245424,-25.8
245425,-26.1
245426,-23.8
245427,-24.2
245428,-23.3
245429,-22.4
245430,-21.3
245431,-20
245432,-18.1
245433,-14.6
245434,-12.3
245435,-8.4
245436,-7.7
245437,-7.6
245438,-7.6
245439,-7.4
245440,-7.2
245441,-7.2
245442,-7.1
245443,-6.8
245444,-6.5
245445,-6.1
245446,-5.8
245447,-5.5
245448,-5.1
245449,-4.9
245450,-4.5
245451,-4.3
245452,-4
245453,-3.8
245454,-3.5
245455,-3.2
245456,-3
245457,-2.6
245458,-2.5
245459,-2.5
245460,-2.9
245461,-3
245462,-3.3
245463,-3.5
245464,-3.5
245465,-3.3
245466,-3.3
245467,-3.3
245468,-3.1
245469,-3.2
245470,-3.3
245471,-3.8
245472,-5.3
245473,-5.1
245474,-5.2
245475,-4.8
245476,-5
245477,-5.4
245478,-6.2
245479,-7.4
245480,-7
245481,-7
245482,-6.4
245483,-5.9
245484,-5.8
245485,-5.9
245486,-6.2
245487,-6.2
245488,-6.5
245489,-7.8
245490,-9.7
245491,-10.9
245492,-11.7
245493,-9.3
245494,-8.8
245495,-8.9
245496,-10.5
245497,-11.6
245498,-11
245499,-9.1
245500,-9.7
245501,-8.9
245502,-8.6
245503,-7.7
245504,-8.2
245505,-7.5
245506,-6.2
245507,-5.6
245508,-4.9
245509,-4.3
245510,-3.4
245511,-2.7
245512,-2.3
245513,-1.7
245514,-0.9
245515,0
245516,0.2
245517,0.7
245518,1.4
245519,2
245520,2.3
245521,2.1
245522,2.6
245523,2.7
245524,3.1
245525,3.4
245526,3.4
245527,4.1
245528,4.1
245529,4.2
245530,4.3
245531,4.3
245532,4.7
245533,4.6
245534,4.8
245535,5
245536,5.2
245537,5
245538,5
245539,5
245540,5.4
245541,6.3
245542,5.8
245543,5.4
245544,5
245545,4.7
245546,-1.4
245547,-6.2
245548,-10.9
245549,-13.1
245550,-15.4
245551,-16
245552,-16.8
245553,-17.3
245554,-17.9
245555,-17.7
245556,-17.5
245557,-17.2
245558,-17.2
245559,-17.1
245560,-17.4
245561,-18.1
245562,-18.9
245563,-19.6
245564,-20.1
245565,-20.7
245566,-21.3
245567,-22.2
245568,-22.7
245569,-23.1
245570,-23.3
245571,-23.4
245572,-24
245573,-24.5
245574,-25
245575,-25.6
245576,-26.3
245577,-26.1
245578,-25.1
245579,-23.8
245580,-22.4
245581,-21
245582,-20.1
245583,-19.5
245584,-19.1
245585,-19.7
245586,-20.5
245587,-20.6
245588,-21.1
245589,-21.7
245590,-22.1
245591,-21.6
245592,-20.9
245593,-20.4
245594,-20.4
245595,-20.2
245596,-19.6
245597,-19.1
245598,-19.1
245599,-17.5
245600,-18
245601,-17.7
245602,-16.1
245603,-15.9
245604,-14.9
245605,-13.7
245606,-12.3
245607,-11
245608,-11.2
245609,-11.3
245610,-12
245611,-12.2
245612,-12.1
245613,-12.3
245614,-12.1
245615,-11.8
245616,-11.6
245617,-11.5
245618,-11.2
245619,-10.9
245620,-11.1
245621,-11.3
245622,-11.9
245623,-11.9
245624,-12.5
245625,-12.7
245626,-12.2
245627,-11.8
245628,-11.3
245629,-11
245630,-11.1
245631,-11.2
245632,-11.8
245633,-12.2
245634,-12.6
245635,-13.3
245636,-13.6
245637,-13.8
245638,-14
245639,-14.2
245640,-14.5
245641,-14.8
245642,-15.3
245643,-16.4
245644,-16.7
245645,-17
245646,-17.5
245647,-17.5
245648,-17.5
245649,-17.1
245650,-16.8
245651,-15.9
245652,-14.4
245653,-13.4
245654,-12.6
245655,-12
245656,-12
245657,-12.1
245658,-12.4
245659,-13
245660,-13.1
245661,-14
245662,-14.7
245663,-15.4
245664,-16.1
245665,-17
245666,-17.9
245667,-17.9
245668,-18.2
245669,-17.4
245670,-16.4
245671,-14.7
245672,-12.7
245673,-11.3
245674,-9.6
245675,-8.2
245676,-7.2
245677,-6.4
245678,-6.2
245679,-6.1
245680,-6
245681,-5.9
245682,-5.7
245683,-5.5
245684,-5.5
245685,-5.7
245686,-6
245687,-6.2
245688,-6.7
245689,-6.6
245690,-6.5
245691,-6.1
245692,-6
245693,-6.2
245694,-6.6
245695,-6.9
245696,-6.8
245697,-6.3
245698,-5.7
245699,-5
245700,-5
245701,-4.8
245702,-4.3
245703,-3.8
245704,-3.2
245705,-2.8
245706,-3
245707,-3.2
245708,-3.3
245709,-3.5
245710,-3.9
245711,-3.8
245712,-3.4
245713,-3.3
245714,-3.1
245715,-2.9
245716,-2.9
245717,-2.9
245718,-2.9
245719,-3.1
245720,-3
245721,-2.6
245722,-2
245723,-1.5
245724,-0.9
245725,-0.3
245726,-0.3
245727,-0.4
245728,-0.8
245729,-1.3
245730,-1.5
245731,-1.4
245732,-1.2
245733,-0.8
245734,-0.6
245735,-0.4
245736,-0.9
245737,-1
245738,-0.7
245739,-0.3
245740,-0.9
245741,-0.6
245742,-0.3
245743,-0.5
245744,0.1
245745,-0.4
245746,0.3
245747,1.9
245748,2.2
245749,2.3
245750,1.2
245751,0.5
245752,0.8
245753,0.4
245754,-1
245755,-1.8
245756,-2.3
245757,-2.4
245758,-2.5
245759,-2.7
245760,-2.9
245761,-3.2
245762,-2.8
245763,-3.6
245764,-3.4
245765,-3.2
245766,-3.2
245767,-3.6
245768,-4.4
245769,-4.5
245770,-3.8
245771,-2.8
245772,-2.6
245773,-1.6
245774,-2.1
245775,-1.1
245776,-0.8
245777,0.2
245778,-1.5
245779,-1.4
245780,-1.4
245781,-1.5
245782,-3.9
245783,-5.3
245784,-6.3
245785,-7.3
245786,-8.1
245787,-8.7
245788,-8.9
245789,-9.1
245790,-9.3
245791,-9.4
245792,-9.5
245793,-9.5
245794,-8.9
245795,-8.4
245796,-7.9
245797,-7.9
245798,-8.2
245799,-8.4
245800,-8.4
245801,-8.3
245802,-8.5
245803,-9.1
245804,-9
245805,-8.3
245806,-8.2
245807,-8.2
245808,-7.8
245809,-7.6
245810,-8.1
245811,-8.1
245812,-7.5
245813,-8.2
245814,-8.5
245815,-9
245816,-9.2
245817,-9.2
245818,-9.6
245819,-10.2
245820,-10.1
245821,-10.1
245822,-10.3
245823,-10.8
245824,-11.2
245825,-12.2
245826,-13.3
245827,-14.5
245828,-15.7
245829,-16.2
245830,-17
245831,-17
245832,-16.3
245833,-15.8
245834,-15.4
245835,-15.2
245836,-14.5
245837,-15.7
245838,-16.9
245839,-18
245840,-19
245841,-18.8
245842,-17.5
245843,-16.1
245844,-14.6
245845,-13.4
245846,-12
245847,-11.2
245848,-10.8
245849,-11.7
245850,-13.2
245851,-14.5
245852,-15.4
245853,-15.3
245854,-16.3
245855,-16.7
245856,-16.1
245857,-16.7
245858,-16.4
245859,-15.5
245860,-15.6
245861,-16
245862,-15.8
245863,-15.4
245864,-15.1
245865,-15.3
245866,-14.9
245867,-14
245868,-13.3
245869,-12.5
245870,-11.8
245871,-11.5
245872,-11.3
245873,-11.3
245874,-11.6
245875,-11.5
245876,-11.3
245877,-11.1
245878,-10.9
245879,-10.7
245880,-10.3
245881,-10.3
245882,-10.5
245883,-10.2
245884,-10
245885,-9.7
245886,-9.3
245887,-8.8
245888,-8.1
245889,-7.7
245890,-6.5
245891,-4.4
245892,-4
245893,-2.9
245894,-2.3
245895,-1.4
245896,-0.9
245897,-1.2
245898,-1.7
245899,-2.8
245900,-2.4
245901,-1.8
245902,-1.6
245903,-0.9
245904,0.4
245905,1.4
245906,1.9
245907,2.2
245908,2
245909,2.1
245910,2.6
245911,3.3
245912,3.6
245913,3.2
245914,4.7
245915,5.2
245916,5.2
245917,4.6
245918,4.2
245919,3.8
245920,3
245921,2.2
245922,1.6
245923,1.4
245924,0.8
245925,-0.2
245926,-0.3
245927,-0.2
245928,-0.3
245929,-0.8
245930,-1.4
245931,-1.8
245932,-2.6
245933,-3.3
245934,-4
245935,-5.4
245936,-7.5
245937,-8.5
245938,-8.8
245939,-8.7
245940,-8.3
245941,-8.3
245942,-8.2
245943,-8.4
245944,-8.8
245945,-9.7
245946,-10.9
245947,-11.9
245948,-13.6
245949,-14.1
245950,-15.1
245951,-15.8
245952,-16.6
245953,-17.8
245954,-18.8
245955,-18.7
245956,-19.1
245957,-20.1
245958,-20.9
245959,-21.6
245960,-21.5
245961,-18.8
245962,-17.1
245963,-16.4
245964,-15.9
245965,-15.1
245966,-14.4
245967,-14
245968,-14.3
245969,-15
245970,-16.2
245971,-17.2
245972,-18.3
245973,-18.9
245974,-19.3
245975,-19.8
245976,-20.3
245977,-20.6
245978,-20.7
245979,-21
245980,-21.3
245981,-21.7
245982,-22.6
245983,-22.7
245984,-21.3
245985,-20.3
245986,-19.6
245987,-19.2
245988,-18.4
245989,-17.4
245990,-16.4
245991,-15.2
245992,-15
245993,-15.6
245994,-16.1
245995,-17
245996,-16.7
245997,-17.5
245998,-18.4
245999,-19.6
246000,-19.9
246001,-19.9
246002,-19.7
246003,-18.8
246004,-18.1
246005,-17.6
246006,-17.1
246007,-15.7
246008,-14.2
246009,-13.5
246010,-11.6
246011,-11
246012,-10.2
246013,-9
246014,-7.6
246015,-6.9
246016,-6.1
246017,-5.5
246018,-3.8
246019,-2.7
246020,-2.3
246021,-2.3
246022,-2.3
246023,-2.6
246024,-3.2
246025,-3.3
246026,-3.5
246027,-3.3
246028,-3.4
246029,-4
246030,-5.6
246031,-6.8
246032,-7.3
246033,-8
246034,-10.1
246035,-9.9
246036,-9.7
246037,-12.1
246038,-12.4
246039,-11.6
246040,-12.9
246041,-14
246042,-15.7
246043,-16.8
246044,-18
246045,-19
246046,-19.8
246047,-20.6
246048,-21.2
246049,-22.2
246050,-22.8
246051,-23.5
246052,-23.9
246053,-24.3
246054,-26.2
246055,-27.2
246056,-26.7
246057,-25.9
246058,-23.5
246059,-21.6
246060,-20.1
246061,-19.1
246062,-18.5
246063,-17.5
246064,-17.6
246065,-16.8
246066,-16.8
246067,-18.2
246068,-19.2
246069,-18.6
246070,-18.5
246071,-18.6
246072,-18
246073,-17.7
246074,-18.2
246075,-18.5
246076,-19
246077,-20
246078,-20.1
246079,-21.8
246080,-22.5
246081,-22.2
246082,-20.7
246083,-19.3
246084,-17.4
246085,-15.8
246086,-15.1
246087,-14.6
246088,-14.6
246089,-14.8
246090,-15
246091,-15.1
246092,-15
246093,-15
246094,-15
246095,-15.1
246096,-15
246097,-14.9
246098,-14.8
246099,-14.7
246100,-14.9
246101,-15
246102,-15.3
246103,-15.7
246104,-16
246105,-16.1
246106,-15.9
246107,-15.2
246108,-14.7
246109,-14.2
246110,-14.1
246111,-14.2
246112,-14
246113,-14.2
246114,-14.8
246115,-15.8
246116,-16.9
246117,-19.4
246118,-21.8
246119,-21.2
246120,-20.3
246121,-22.2
246122,-22.6
246123,-22.5
246124,-23.4
246125,-22.6
246126,-22.3
246127,-21.9
246128,-21.2
246129,-18.5
246130,-16
246131,-14.8
246132,-12.5
246133,-12.3
246134,-11.2
246135,-11
246136,-11
246137,-11.2
246138,-11.4
246139,-11.6
246140,-12.2
246141,-12.6
246142,-13.2
246143,-13.7
246144,-13.8
246145,-14
246146,-14.3
246147,-15.5
246148,-16.1
246149,-16.9
246150,-17.9
246151,-18.9
246152,-19.7
246153,-18.9
246154,-18.6
246155,-15.9
246156,-14.3
246157,-13
246158,-11.5
246159,-10.9
246160,-11
246161,-11.6
246162,-13.8
246163,-13.8
246164,-14.7
246165,-18.1
246166,-16.5
246167,-16.7
246168,-18.2
246169,-18
246170,-18
246171,-20.3
246172,-20.3
246173,-18.3
246174,-19.6
246175,-20.7
246176,-20.6
246177,-20
246178,-18.8
246179,-18
246180,-16
246181,-14
246182,-12.5
246183,-10.5
246184,-10.3
246185,-11.4
246186,-12.8
246187,-13.4
246188,-12.9
246189,-13.1
246190,-16.2
246191,-17
246192,-18.4
246193,-19.9
246194,-17.7
246195,-18.8
246196,-18.3
246197,-20
246198,-16.9
246199,-17.4
246200,-20.6
246201,-18.4
246202,-16.6
246203,-13.2
246204,-10.8
246205,-10.7
246206,-10.1
246207,-9.8
246208,-9.8
246209,-9.8
246210,-11.7
246211,-12.4
246212,-13.4
246213,-13
246214,-15
246215,-15.2
246216,-15.7
246217,-16.2
246218,-17.2
246219,-17.2
246220,-18.4
246221,-19
246222,-17.8
246223,-19.4
246224,-20.7
246225,-18.1
246226,-15.9
246227,-14.8
246228,-13.9
246229,-11.6
246230,-11
246231,-10.6
246232,-10.3
246233,-10.3
246234,-10.8
246235,-10.6
246236,-10.8
246237,-13.5
246238,-13.4
246239,-14
246240,-14.8
246241,-16.3
246242,-17.9
246243,-17.9
246244,-19
246245,-18.8
246246,-18.4
246247,-18.1
246248,-18.2
246249,-17.2
246250,-16.3
246251,-14.6
246252,-12.5
246253,-11.7
246254,-11
246255,-9.7
246256,-9.9
246257,-10.6
246258,-12.1
246259,-11.5
246260,-11.8
246261,-12.8
246262,-13.8
246263,-14.8
246264,-15.5
246265,-17.9
246266,-16.1
246267,-16.8
246268,-15.3
246269,-19.5
246270,-18
246271,-17.3
246272,-16.9
246273,-16.9
246274,-17.3
246275,-15.8
246276,-14.9
246277,-13.6
246278,-12.7
246279,-11.8
246280,-11.2
246281,-10.9
246282,-10.7
246283,-11.2
246284,-13
246285,-12.3
246286,-11.5
246287,-11.3
246288,-11.4
246289,-12.4
246290,-12.9
246291,-13.8
246292,-14.3
246293,-14
246294,-14.5
246295,-15.9
246296,-16.5
246297,-15.5
246298,-14.3
246299,-12.4
246300,-11.5
246301,-10.4
246302,-9.6
246303,-8.9
246304,-8.5
246305,-9.2
246306,-10.7
246307,-11.7
246308,-13.3
246309,-13.7
246310,-14
246311,-15.7
246312,-18.2
246313,-17.1
246314,-17.9
246315,-18.2
246316,-18.1
246317,-19.1
246318,-19.7
246319,-19.6
246320,-19.3
246321,-16.7
246322,-15.4
246323,-14
246324,-11.4
246325,-9.7
246326,-9.3
246327,-7.9
246328,-7.4
246329,-6.5
246330,-7.4
246331,-7.7
246332,-8.7
246333,-9.2
246334,-8.7
246335,-8.4
246336,-8.3
246337,-8.2
246338,-8
246339,-7.7
246340,-7.5
246341,-6.9
246342,-6.4
246343,-7.3
246344,-7
246345,-4.4
246346,-3.4
246347,-2.7
246348,-2
246349,-1.4
246350,-0.4
246351,0.6
246352,0.5
246353,-0.7
246354,-2.3
246355,-2.6
246356,-3.3
246357,-3
246358,-2.6
246359,-2.5
246360,-2.7
246361,-2.9
246362,-3.2
246363,-3.2
246364,-2.5
246365,-1.8
246366,-1.2
246367,-0.7
246368,-0.1
246369,0.4
246370,0.9
246371,1.1
246372,1.2
246373,1.4
246374,2
246375,2.3
246376,2.5
246377,2.2
246378,1.8
246379,2
246380,-0.3
246381,-2
246382,-5
246383,-9.1
246384,-10.7
246385,-11.8
246386,-11.8
246387,-11.9
246388,-13
246389,-13.5
246390,-13.8
246391,-13.9
246392,-13.9
246393,-13.5
246394,-12.7
246395,-11.5
246396,-9.8
246397,-8.9
246398,-8.2
246399,-8
246400,-6.7
246401,-6.5
246402,-7.8
246403,-10.4
246404,-10.5
246405,-10.9
246406,-11.8
246407,-13
246408,-14.1
246409,-14.6
246410,-14.3
246411,-14.6
246412,-14.9
246413,-14.9
246414,-15.2
246415,-15
246416,-13.8
246417,-12.9
246418,-9.9
246419,-6.8
246420,-5
246421,-4
246422,-3
246423,-2.9
246424,-2.7
246425,-3.1
246426,-3.6
246427,-4
246428,-4.4
246429,-4.4
246430,-4.5
246431,-4.1
246432,-3.9
246433,-4.3
246434,-5
246435,-5.3
246436,-5.6
246437,-6.4
246438,-7.2
246439,-8.7
246440,-9
246441,-7.3
246442,-5.5
246443,-4
246444,-3
246445,-2.4
246446,-1.6
246447,-1.9
246448,-1.9
246449,-2.2
246450,-2.5
246451,-2.9
246452,-3.4
246453,-2.9
246454,-2.5
246455,-3
246456,-3.1
246457,-3.7
246458,-3.5
246459,-4.1
246460,-3.2
246461,-3
246462,-3
246463,-3
246464,-3.5
246465,-2.8
246466,-2.7
246467,-2.3
246468,-1.9
246469,-1.2
246470,-0.8
246471,-0.3
246472,-0.2
246473,-0.2
246474,-0.4
246475,-4.1
246476,-7.1
246477,-9.6
246478,-10.9
246479,-11.7
246480,-12
246481,-12.4
246482,-12.7
246483,-12.8
246484,-12.6
246485,-12.7
246486,-12.6
246487,-12.3
246488,-12
246489,-11.4
246490,-10.2
246491,-8.8
246492,-7.5
246493,-5.4
246494,-5.7
246495,-2.5
246496,-1.6
246497,-1
246498,-0.3
246499,0
246500,1.3
246501,2.1
246502,4.3
246503,4.4
246504,4
246505,4.1
246506,3.4
246507,2.6
246508,0.6
246509,-1
246510,-1.7
246511,-1.8
246512,-2.4
246513,-4
246514,-4.6
246515,-4.3
246516,-4.3
246517,-3.6
246518,-3.8
246519,-3.3
246520,-3.3
246521,-4
246522,-4.5
246523,-5.1
246524,-6.1
246525,-7.8
246526,-9.4
246527,-9.5
246528,-10
246529,-10.4
246530,-10.3
246531,-11.3
246532,-11.7
246533,-11
246534,-11.8
246535,-15.6
246536,-13.8
246537,-13.1
246538,-11.9
246539,-8.7
246540,-6.8
246541,-5.9
246542,-5
246543,-4.2
246544,-3.7
246545,-3.7
246546,-4.3
246547,-4.8
246548,-6.6
246549,-5.2
246550,-5.5
246551,-5.6
246552,-6
246553,-5.3
246554,-5.4
246555,-5.7
246556,-5.5
246557,-5.3
246558,-5.2
246559,-4.9
246560,-4.7
246561,-3.8
246562,-3
246563,-2.1
246564,-2.2
246565,-1.6
246566,-0.8
246567,-0.7
246568,-0.6
246569,-0.3
246570,0
246571,0.1
246572,0.3
246573,0.4
246574,0.6
246575,0.1
246576,-0.6
246577,-1.5
246578,-1.7
246579,-2.1
246580,-2.2
246581,-2.6
246582,-3
246583,-3.5
246584,-3.8
246585,-3.9
246586,-3.8
246587,-3.2
246588,-2.9
246589,-2.2
246590,-2.1
246591,-1.8
246592,-2.2
246593,-2.1
246594,-2.1
246595,-2.5
246596,-3.1
246597,-3.9
246598,-4.5
246599,-4
246600,-3.9
246601,-3.8
246602,-3.5
246603,-3.3
246604,-3.2
246605,-2.7
246606,-2.3
246607,-2.6
246608,-1.3
246609,-0.4
246610,0.2
246611,1.8
246612,1.6
246613,1.2
246614,0.1
246615,-0.3
246616,-1
246617,-1.1
246618,-1
246619,-1
246620,-1
246621,-1
246622,-1.6
246623,-1.9
246624,-1.9
246625,-1.9
246626,-2.4
246627,-3.3
246628,-4
246629,-4.8
246630,-5
246631,-5.6
246632,-5.4
246633,-4
246634,-2.8
246635,-1.4
246636,-0.7
246637,0
246638,0.3
246639,0.6
246640,0.1
246641,-0.2
246642,-0.9
246643,-1.6
246644,-2.4
246645,-3.7
246646,-4.2
246647,-4.6
246648,-5.3
246649,-5.8
246650,-6.6
246651,-7.1
246652,-6.2
246653,-6
246654,-5.2
246655,-5.1
246656,-5.1
246657,-2.8
246658,-1.7
246659,-0.1
246660,2.4
246661,6
246662,6.7
246663,6.6
246664,6.8
246665,6.2
246666,5.2
246667,3
246668,2.6
246669,2.3
246670,1.9
246671,1.1
246672,-0.4
246673,0.3
246674,-0.8
246675,-1.2
246676,-1.5
246677,-1.4
246678,-1.2
246679,-1.7
246680,-1.3
246681,-1.2
246682,-0.8
246683,-0.3
246684,0.2
246685,0.7
246686,1
246687,1.2
246688,1.3
246689,1
246690,0.6
246691,0.3
246692,-0.3
246693,-1.5
246694,-1.2
246695,-0.9
246696,-0.8
246697,-0.7
246698,-1.2
246699,-1.4
246700,-2
246701,-2.5
246702,-3
246703,-3.6
246704,-3.8
246705,-3.7
246706,-3.3
246707,-2.9
246708,-3
246709,-2.6
246710,-2.5
246711,-2.5
246712,-2.8
246713,-2.8
246714,-3.1
246715,-3.2
246716,-3.5
246717,-3.6
246718,-3.4
246719,-3.5
246720,-3.7
246721,-4
246722,-4.4
246723,-5.1
246724,-5.6
246725,-6.1
246726,-6.4
246727,-6.8
246728,-6.8
246729,-6.3
246730,-5.2
246731,-3.4
246732,-2.4
246733,-1.6
246734,-1.1
246735,-0.8
246736,-0.3
246737,-1
246738,-1.6
246739,-3
246740,-3.9
246741,-4.6
246742,-5.2
246743,-6.2
246744,-6.8
246745,-7.9
246746,-8.6
246747,-9.6
246748,-10.2
246749,-11.2
246750,-11.9
246751,-12.8
246752,-11.4
246753,-9.2
246754,-6.6
246755,-4.7
246756,-3.1
246757,-1.9
246758,-1.1
246759,-0.5
246760,-0.2
246761,-0.5
246762,-1.7
246763,-3
246764,-4
246765,-4.6
246766,-5.4
246767,-6.4
246768,-7
246769,-7.9
246770,-8.5
246771,-9.1
246772,-10.1
246773,-10.9
246774,-11.5
246775,-12.4
246776,-11.8
246777,-10.2
246778,-9.1
246779,-6.7
246780,-4.9
246781,-3.4
246782,-2.9
246783,-2.2
246784,-2
246785,-2.2
246786,-3.2
246787,-4.5
246788,-5.6
246789,-6.5
246790,-7.2
246791,-8
246792,-8.8
246793,-9.7
246794,-10.8
246795,-11.8
246796,-12
246797,-12.6
246798,-13.2
246799,-13.7
246800,-12.7
246801,-11.2
246802,-8.9
246803,-7.1
246804,-5.6
246805,-4
246806,-3.1
246807,-1.6
246808,-1.5
246809,-1.9
246810,-3.2
246811,-4.8
246812,-6.7
246813,-7.8
246814,-8.6
246815,-8.8
246816,-8.5
246817,-8.2
246818,-8
246819,-8.1
246820,-8.3
246821,-8.4
246822,-8.5
246823,-8.6
246824,-8.5
246825,-8.1
246826,-7.4
246827,-6.5
246828,-5.2
246829,-4.3
246830,-3.8
246831,-3.5
246832,-3.2
246833,-3.2
246834,-3.5
246835,-4.2
246836,-4.6
246837,-5
246838,-5.3
246839,-5.4
246840,-5.3
246841,-4.9
246842,-4.5
246843,-4.5
246844,-4.5
246845,-4.5
246846,-4.6
246847,-4.5
246848,-4.3
246849,-3.7
246850,-2.7
246851,-2.2
246852,-2.1
246853,-1.5
246854,-1.5
246855,-1.4
246856,-1.3
246857,-1.2
246858,-1.3
246859,-1.2
246860,-1.4
246861,-1.7
246862,-1.9
246863,-2.1
246864,-2.3
246865,-2.4
246866,-2.5
246867,-2.6
246868,-2.7
246869,-3
246870,-3.4
246871,-3.8
246872,-4.1
246873,-3.7
246874,-3.2
246875,-2.8
246876,-2.3
246877,-2
246878,-1.2
246879,-1.1
246880,-1
246881,-1.5
246882,-1.7
246883,-2
246884,-3.1
246885,-4
246886,-4.8
246887,-5.7
246888,-4.3
246889,-4.2
246890,-4.3
246891,-4.2
246892,-4
246893,-3.9
246894,-4.2
246895,-4.5
246896,-4.6
246897,-4.1
246898,-4
246899,-3.5
246900,-3.1
246901,-2.1
246902,-1.9
246903,-1.9
246904,-2.3
246905,-2.6
246906,-3.1
246907,-3.5
246908,-4.2
246909,-4.9
246910,-5.8
246911,-6.2
246912,-5.8
246913,-5.8
246914,-5.8
246915,-6
246916,-6.4
246917,-6.6
246918,-7
246919,-8.5
246920,-7.9
246921,-6.9
246922,-5.8
246923,-4.8
246924,-4.1
246925,-3.5
246926,-3.4
246927,-2.8
246928,-3.1
246929,-3.8
246930,-4
246931,-4.4
246932,-4.6
246933,-5
246934,-5
246935,-5.2
246936,-5.5
246937,-6
246938,-6.1
246939,-6.5
246940,-6.8
246941,-7
246942,-7.3
246943,-7.3
246944,-7.2
246945,-6.9
246946,-6.6
246947,-6.1
246948,-5.4
246949,-4.5
246950,-2.9
246951,-1.9
246952,-2.6
246953,-2.6
246954,-2.6
246955,-3.6
246956,-3.9
246957,-4.1
246958,-5.4
246959,-6.2
246960,-7.2
246961,-8.1
246962,-7.8
246963,-8
246964,-8.3
246965,-9.1
246966,-9.1
246967,-8.6
246968,-8.7
246969,-7.7
246970,-6.3
246971,-5.5
246972,-4.5
246973,-4.2
246974,-3
246975,-2
246976,-2.1
246977,-2.2
246978,-2.8
246979,-3.1
246980,-3.3
246981,-3.9
246982,-4.3
246983,-4.8
246984,-5.1
246985,-5.1
246986,-5.2
246987,-5.9
246988,-6.4
246989,-6.5
246990,-6.3
246991,-6
246992,-5.8
246993,-5.1
246994,-4.9
246995,-3.9
246996,-3.6
246997,-2.8
246998,-2.3
246999,-2.8
247000,-2.9
247001,-3.3
247002,-3.7
247003,-4.3
247004,-4.9
247005,-5.1
247006,-5.7
247007,-6.3
247008,-6.9
247009,-7.4
247010,-7.7
247011,-8
247012,-8.2
247013,-8.2
247014,-8.3
247015,-8.5
247016,-7.8
247017,-6.6
247018,-5.3
247019,-3.8
247020,-2.1
247021,-1.4
247022,-1.1
247023,-0.5
247024,-0.1
247025,-0.2
247026,-0.9
247027,-2.3
247028,-3.3
